,ASM,Area,Centroid_x,Centroid_y,Contrast,Dissimilarity,Eccentricity,Energy,Homogeneity,Max intensity,Mean intensity,Min intensity,Orientation,Perimeter,Relative intensity,Solidity,StdDev intensity,Texture correlation
P_00073_RIGHT_MLO,0.9934,67506.0,0.7188751904444081,0.27972345126466025,0.0016,0.0006,0.727886115043822,0.9967,0.9998,231.80155642023345,201.68192733639125,138.20233463035018,-0.32539601404108937,1477.2722574073914,0.9090257114518959,0.8829276586839662,11.4694,0.9704
P_00074_LEFT_CC,0.9916,93386.0,0.6268403742299492,0.8366725999827954,0.001,0.0006,0.26599433730098854,0.9958,0.9997,199.84046692607004,150.66841574916745,99.53696498054475,0.10040246995265407,1467.9373003523467,0.7836881055924315,0.9458534213831382,9.7567,0.9817
P_00074_LEFT_MLO,0.9932,76120.0,0.733446821701599,0.7737567880088863,0.001,0.0006,0.5257113932380177,0.9966,0.9997,204.17120622568095,152.91403988377968,92.50583657587548,0.27383627261151244,1499.0550493584383,0.8006713969634547,0.9198902705772879,8.8614,0.9756
P_00074_RIGHT_CC,0.998,20277.0,0.7904518180034176,0.3100309734494276,0.0007,0.0004,0.3384379968328407,0.999,0.9999,127.00389105058366,91.02742272444925,54.98832684824903,0.1833623520160855,901.3889603929564,0.4980544747081712,0.8489783955786301,2.8107,0.9387
P_00074_RIGHT_MLO,0.9983,18576.0,0.6721528748509351,0.15276380087809874,0.0005,0.0003,0.5496343286536723,0.9992,0.9999,155.69649805447472,116.66516144005737,88.01167315175097,-0.30191103587313894,945.7026688919411,0.6105745021744107,0.8018994172242607,3.2784,0.9479
P_00076_LEFT_CC,0.9979,23436.0,0.3883745938430426,0.39104740822453643,0.0005,0.0003,0.46377992135522617,0.9989,0.9999,141.63813229571986,83.66601284531497,35.12062256809339,-0.5579324743738482,896.8326112068523,0.5554436560616465,0.8540193863421034,2.743,0.9295
P_00076_LEFT_MLO,0.9974,29884.0,0.5731519073559741,0.3592435612934088,0.001,0.0004,0.4105605392549666,0.9987,0.9999,169.34630350194553,141.0326312324646,114.98832684824903,-0.25683767718414846,1195.5209947489207,0.6641031509880216,0.8743892091172426,4.9471,0.952
P_00079_RIGHT_CC,0.9695,227657.0,0.40495335027569457,0.6772586126504399,0.0047,0.0026,0.45252641888432144,0.9846,0.9989,211.62126819639775,166.39931285830082,126.05921539600297,0.6294902019139162,4140.667493923507,0.8298873262603833,0.8612833540781544,20.3323,0.9787
P_00079_RIGHT_MLO,0.9825,131456.0,0.6327302522731533,0.7429623767815033,0.0038,0.0022,0.37914246855038974,0.9912,0.999,180.52745014849387,131.25598510674763,90.53635977938056,0.39745415547078217,3030.089716712593,0.7079507848960543,0.837800976380763,12.1395,0.962
P_00080_RIGHT_CC,0.988,75906.0,0.5519664952961072,0.6293612361113718,0.0019,0.0011,0.5271968387919471,0.994,0.9995,194.8988326848249,160.86266758773218,114.19844357976655,-1.410967471616563,1657.1677477306462,0.764309147783627,0.8807537449380969,12.3002,0.9793
P_00080_RIGHT_MLO,0.9861,90041.0,0.5142404500058235,0.5181143691817389,0.0027,0.0018,0.49275676836890414,0.993,0.9992,218.0272373540856,155.0161422788071,109.2295719844358,1.3282308036898138,2172.7139956489837,0.8550087739375906,0.8279632183908046,12.7886,0.9638
P_00081_RIGHT_CC,0.9867,83890.0,0.32865572009588195,0.7323259590947051,0.0019,0.001,0.34847323882570885,0.9933,0.9996,187.95719844357978,156.90421308615646,104.00389105058366,1.1442590815882103,1457.6174951989522,0.7370870527199207,0.9431777298075193,12.6712,0.9824
P_00081_RIGHT_MLO,0.9885,72534.0,0.46379567666735994,0.5743556470069209,0.0021,0.0012,0.3170620822112587,0.9942,0.9995,185.8171206225681,142.46871634813095,96.03501945525292,1.3025226306008386,1655.7190462828669,0.7286945906767376,0.9048201187565491,10.6937,0.9728
P_00086_RIGHT_CC,0.9948,32787.0,0.7006797324518973,0.667190265340828,0.0021,0.0007,0.5550322020706902,0.9974,0.9998,200.2101167315175,174.4542161592707,141.69649805447472,0.25059311025048575,1107.1828996322963,0.7851377126726177,0.8179572896916475,8.6633,0.953
P_00086_RIGHT_MLO,0.9952,30097.0,0.6135512641747869,0.7378611155447523,0.0015,0.0007,0.41977338678161324,0.9976,0.9997,183.93385214007782,145.22957650936422,99.29182879377431,0.9259324319852484,1106.697618258058,0.7213092240787365,0.8466104078762307,6.948,0.9581
P_00087_LEFT_CC,0.9956,46406.0,0.30440389174991056,0.5735851658904498,0.0008,0.0006,0.7980306723678888,0.9978,0.9997,107.22178988326849,71.07382582186558,13.867704280155642,-0.008427382181280493,1167.201189595526,0.4204776073853666,0.9230432620586773,3.3597,0.964
P_00087_LEFT_MLO,0.9939,66407.0,0.41864887996623373,0.5014984495722491,0.0017,0.0008,0.5412598229774279,0.9969,0.9997,181.69260700389106,152.688667554678,101.90661478599222,-1.0653890569714914,2125.6885630108177,0.7125200274662394,0.7911811661543594,8.3072,0.9641
P_00089_LEFT_MLO,0.9949,48687.0,0.48191916373017546,0.48885226178292274,0.0008,0.0004,0.6311663461178972,0.9974,0.9998,161.66536964980543,95.4762614905552,74.85214007782102,-0.14602108238422043,1506.7646814565664,0.6339818417639429,0.8773539004919539,4.7439,0.9579
P_00090_LEFT_CC,0.9882,67020.0,0.2910087156691981,0.3416335978835979,0.0032,0.0016,0.6190279990084008,0.9941,0.9994,206.46303501945525,150.25512106845392,77.70428015564202,0.17266686433256723,2154.9677836243964,0.8096589608606088,0.7462919246358737,11.4025,0.9558
P_00090_LEFT_MLO,0.9929,45106.0,0.43097029779030444,0.4176057602919526,0.0024,0.001,0.7150451856210288,0.9965,0.9996,157.11673151750975,131.56106601294212,93.03891050583657,-0.9413322180326378,1547.9595949289333,0.6161440451667048,0.8129257830804166,7.673,0.9577
P_00092_LEFT_CC,0.9841,88626.0,0.36600795995175966,0.09868770815271449,0.0023,0.0012,0.360215942222577,0.992,0.9995,203.3774319066148,164.8465705709851,108.2023346303502,-1.3397618192269818,1456.8651865199547,0.7975585564965286,0.9373651478614037,14.5764,0.9809
P_00092_LEFT_MLO,0.9712,152318.0,0.3965665803767809,0.17558483371469152,0.0035,0.0022,0.9962197723895424,0.9855,0.999,212.28793774319067,140.2032386881776,79.75875486381322,1.5543008553509623,3181.138489947873,0.8325017166399634,0.21655489508351947,16.6789,0.9722
P_00092_RIGHT_CC,0.9992,4567.0,0.607119534917098,0.9833029371812093,0.0007,0.0003,0.8876562034781725,0.9996,0.9999,129.87548638132296,107.7018076728757,87.98443579766537,-1.5326354644563494,371.10155108391484,0.5093156328679331,0.8808100289296046,2.0932,0.897
P_00092_RIGHT_MLO,0.9914,45803.0,0.3146516559159524,0.8212722042056365,0.0022,0.0013,0.9985055557783633,0.9957,0.9994,139.64202334630352,95.24876286712909,44.548638132295714,1.5707295863190458,1975.2104243115155,0.5476157778286412,0.14438146994666431,6.1334,0.9472
P_00093_LEFT_MLO,0.9907,90932.0,0.42998607611186473,0.43089780961330504,0.0025,0.0008,0.5952197126667977,0.9953,0.9997,232.87548638132296,218.88951058652287,193.65758754863813,0.07975842076766698,2145.1525958289963,0.9132372014953841,0.884096720562356,14.7159,0.9689
